,X,Y
10542,-15.8833333329999,18.333333333
10543,-15.775,18.533333332999998
10544,-15.283333333,17.033333332999998
10552,36.1833333330001,16.9333333330001
10555,36.8833333330001,16.9
10556,36.516666666999996,16.9
10557,36.483333333000104,16.833333333
10558,36.5500000000001,16.9333333330001
10559,38.2500000000001,14.0000000000001
10560,33.0500000000001,23.1
10561,33.8000000000001,22.383333333000103
10562,34.7,22.7
10565,32.8666666670001,23.133333333000103
10567,29.833333333000002,25.216666667
10574,34.5000000000001,24.833333333000002
10575,33.8000000000001,22.283333333
10576,34.8500000000001,23.7333333330001
10578,34.1666666670001,22.033333333
10579,33.9333333330001,22.416666667000104
10580,32.5000000000001,22.5000000000001
10581,34.8666666670001,23.716666667
10582,33.333333333,22.166666667000104
10585,4.36666666700006,26.216666667
10586,1.7000000000000501,20.583333333
10587,2.70000000000005,23.2333333330001
10588,3.0000000000000604,23.166666667000104
10589,3.2500000000000604,22.466666667
10590,2.78333333300003,25.2333333330001
10591,3.48333333300008,25.466666667
10592,3.98333333300008,22.5000000000001
10593,4.43333333300006,22.816666667
10594,4.4000000000000306,22.816666667
10595,-8.51666666699998,24.6
10596,-7.78333333299997,24.4833333330001
10597,-8.36666666699995,24.566666667
10598,-7.78333333299997,24.416666667000104
10599,-8.36666666699995,24.583333333000002
10600,-7.84999999999997,24.433333333000103
10601,-8.08333333299993,24.083333333000002
10602,-8.21666666699997,24.133333333000103
10606,-8.54999999999995,26.6
10608,-7.98333333299996,23.7500000000001
10609,-8.48333333299996,26.533333333
10611,-7.79999999999995,23.45
10613,-7.9333333329999505,23.833333333000002
10615,-7.7499999999999405,23.433333333000103
10617,-8.23333333299996,23.8000000000001
10620,-8.46666666699997,24.5000000000001
10621,-8.33333333299993,23.883333333000103
10622,-8.066666666999941,23.7500000000001
10623,-8.03333333299997,23.7500000000001
10624,-9.933333332999949,24.133333333000103
10625,-9.91666666699996,24.15
10626,-9.933333332999949,24.116666667000104
10627,-9.96666666699997,24.15
10628,-8.18333333299995,24.0000000000001
10629,-7.866666666999951,23.7333333330001
10631,-7.8333333329999295,24.4
10635,-8.43333333299995,24.5000000000001
10636,-8.59999999999997,26.5500000000001
10638,-3.54999999999995,30.316666667
10639,-0.21666666699997,27.216666667
10640,-3.5999999999999703,30.166666667000104
10641,0.966666667000027,27.666666667000104
10642,0.166666667000072,27.383333333000103
10643,-3.63333333299994,29.916666667000104
10645,7.483333333000081,29.516666667
10646,-3.6166666669999503,30.116666667000104
10647,-3.9499999999999305,29.916666667000104
10648,8.40000000000003,26.566666667
10649,3.3833333330000497,29.433333333000103
10650,-3.7499999999999396,29.666666667000104
10651,-8.33333333299993,27.2500000000001
10652,0.166666667000072,24.383333333000103
10653,0.45,27.416666667000104
10654,2.20000000000005,27.216666667
10655,-8.16666666699996,28.0500000000001
10656,-0.3,27.333333333000002
10657,-8.04999999999995,28.0500000000001
10659,1.3166666670000502,27.066666667
10660,1.28333333300003,27.083333333000002
10662,8.15000000000003,28.033333333
10663,-0.28333333299997304,26.616666667000104
10664,-8.14999999999998,28.033333333
10665,2.53333333300003,27.216666667
10666,-16.1,18.6666666670001
10667,-16.041666667,18.433333333000103
10668,-15.916666667000001,18.3583333330001
10669,-15.8249999999999,18.250000000000103
10670,-15.933333333,17.9166666670001
10671,-16.025,18.383333333000103
10672,-15.9,18.3583333330001
10675,-15.016666667,16.966666667000002
10676,-15.183333333,17.1
10679,-15.033333333,16.9833333330001
10680,-8.74999999999994,23.4
10681,-8.383333332999939,24.383333333000103
10684,-10.7499999999999,21.5500000000001
10685,-11.166666667000001,21.5500000000001
10688,-8.84999999999997,24.35
10692,-11.533333333,21.1166666670001
10693,-12.15,22.783333333
10694,-10.8166666669999,21.566666667
10695,-8.03333333299997,25.833333333000002
10697,-8.46666666699997,25.933333333000103
10699,-11.3333333329999,21.183333333000103
10700,-12.5666666669999,22.533333333
10701,-8.89999999999998,24.366666667000104
10702,-8.41666666699996,23.1
10703,0.2,26.816666667
10704,2.43333333300006,27.2
10705,2.4000000000000297,27.3000000000001
10707,-0.2,27.366666667000104
10708,0.016666667000038,26.7500000000001
10710,-8.09999999999997,27.883333333000103
10711,3.11666666700006,25.5000000000001
10712,3.1500000000000297,25.333333333000002
10713,3.6666666670000696,25.566666667
10714,2.41666666700007,27.3000000000001
10716,-7.899999999999981,27.866666667000104
10720,37.8500000000001,18.383333333000103
10722,37.833333333,18.4
10726,37.6833333330001,18.35
10728,37.766666666999996,18.3666666670001
10730,6.4166666670000705,31.7
10731,9.116666667000061,24.333333333000002
10733,0.133333333000053,26.783333333
10734,-0.066666666999936,27.033333333
10735,-0.916666666999959,31.95
10737,-0.05,27.133333333000103
10738,-0.316666666999936,27.066666667
10740,-0.983333332999962,31.966666667
10741,2.4000000000000297,27.2333333330001
10742,2.85000000000002,27.316666667
10743,-0.96666666699997,32.066666667
10744,2.9000000000000297,24.333333333000002
10746,3.21666666700003,24.966666667
10747,-0.066666666999936,27.066666667
10748,-3.91666666699996,29.933333333000103
10749,-4.73333333299996,29.433333333000103
10750,-5.366666666999951,29.3500000000001
10751,-0.21666666699997,27.083333333000002
10752,-4.9999999999999405,29.383333333000103
10753,-4.91666666699996,29.416666667000104
10754,2.56666666700005,27.333333333000002
10757,-1.34999999999997,31.9833333330001
10758,-1.0,28.0000000000001
10759,-0.4,28.083333333000002
10760,-1.16666666699996,31.9833333330001
10761,-0.85,32.083333333
10765,-0.13333333299993902,28.366666667000104
10766,1.2000000000000501,27.033333333
10767,-3.4499999999999305,28.4833333330001
10769,10.033333333,24.2
10770,1.25000000000006,27.833333333000002
10774,4.9166666670000705,22.833333333000002
10775,-0.883333332999939,32.033333333
10776,-0.9,32.016666666999996
10777,9.366666667000061,24.766666667
10778,-0.916666666999959,32.033333333
10779,-0.866666666999947,32.033333333
10783,4.26666666700004,22.816666667
10784,4.383333333000049,22.816666667
10785,3.8833333330000497,22.9
10786,4.45000000000005,22.866666667000104
10788,-3.63333333299994,30.133333333000103
10789,-3.01666666699992,30.3000000000001
10790,-0.3,28.083333333000002
10791,9.566666667000051,24.533333333
10792,4.9166666670000705,22.9
10793,-0.033333332999973,27.116666667000104
10794,-0.083333332999928,26.95
10795,0.583333333000041,27.216666667
10797,9.33333333300004,24.516666667
10799,-0.2,28.266666667
10800,-5.399999999999981,29.183333333000103
10801,-3.18333333299995,29.7333333330001
10802,4.0666666670000495,29.016666667
10804,0.583333333000041,26.65
10807,6.033333333000031,28.8000000000001
10808,4.25000000000006,29.066666667
10810,-3.18333333299995,29.45
10811,0.1,26.8000000000001
10814,3.11666666700006,24.083333333000002
10817,-8.76666666699998,23.4833333330001
10818,-6.13333333299994,25.2
10819,-6.399999999999981,24.866666667000104
10820,-6.4333333329999505,24.833333333000002
10823,-8.08333333299993,24.7500000000001
10825,4.45000000000005,22.85
10827,-3.3499999999999703,30.366666667000104
10829,-8.58333333299993,26.6
10830,31.3000000000001,22.0000000000001
10831,31.383333333000103,21.666666667000104
10832,30.5500000000001,20.9166666670001
10833,30.5500000000001,20.800000000000104
10834,38.4333333330001,17.9833333330001
10836,-15.8,17.716666667000002
10837,-15.9,17.8666666670001
10838,-16.1,17.266666667
10839,-15.866666666999901,17.9166666670001
10842,-15.866666666999901,18.000000000000103
10843,-15.9,17.9
10844,-15.85,18.1166666670001
10845,-15.9,18.183333333000103
10846,-15.9,17.95
10847,-15.85,18.066666667
10848,-15.716666667,17.3666666670001
10849,-15.8833333329999,18.000000000000103
10850,-15.9,17.9833333330001
10852,-15.9499999999999,17.933333333000103
10853,-15.9,18.1166666670001
10857,38.3500000000001,17.816666667
10858,37.5500000000001,18.066666667
10862,37.65,18.4
10863,37.65,18.383333333000103
10872,-15.933333333,17.9833333330001
10873,-15.9,18.316666667
10874,-15.866666666999901,18.283333332999998
10875,-15.766666667,18.300000000000104
10876,-15.9499999999999,17.9
10880,-13.1,18.4
10881,-13.15,18.466666667000002
10882,-13.05,18.333333333
10883,-13.033333333,18.433333333000103
10884,-7.59999999999997,15.6166666670001
10885,37.8666666670001,18.316666667
10886,37.7500000000001,18.266666667
10890,37.6333333330001,18.283333332999998
10896,-8.866666666999949,24.366666667000104
10897,-10.266666667,23.666666667000104
10898,-11.466666667,21.1666666670001
10899,-12.516666667,22.466666667
10902,-8.53333333299997,24.516666667
10906,38.5000000000001,15.7500000000001
10907,39.1666666670001,14.833333332999999
10908,38.4166666670001,16.7
10909,38.7,15.066666667
10910,-8.18333333299995,27.2333333330001
10911,-3.39999999999998,29.916666667000104
10912,-8.933333332999949,28.016666667
10914,-3.18333333299995,29.416666667000104
10915,-3.31666666699994,29.7333333330001
10916,1.2000000000000501,27.583333333000002
10917,10.2500000000001,24.1
10918,3.2500000000000604,24.066666667
10919,-3.43333333299995,29.116666667000104
10924,-0.11666666699994699,27.85
10925,-0.2,27.95
10928,2.23333333300008,24.1
10929,0.883333333000053,27.033333333
10931,-4.0333333329999705,29.916666667000104
10932,2.05000000000007,24.116666667000104
10933,-5.1833333329999505,29.2333333330001
10935,-5.2499999999999405,29.2
10938,-3.2499999999999396,29.083333333000002
10939,-0.15,28.5000000000001
10940,-8.49999999999994,27.716666667
10941,-0.18333333299995003,27.116666667000104
10943,-5.0833333329999295,29.266666667
10944,-5.0999999999999694,29.3500000000001
10945,-5.0999999999999694,27.366666667000104
10946,-0.083333332999928,26.933333333000103
10947,-6.59999999999997,28.583333333000002
10948,-6.41666666699996,26.966666667
10950,0.06666666700005,27.066666667
10952,-8.11666666699995,27.7
10953,-7.94999999999993,27.85
10954,-0.16666666699995902,27.5500000000001
10957,-3.2499999999999396,29.416666667000104
10959,-3.14999999999998,30.3500000000001
10960,-3.53333333299997,30.033333333
10961,-3.38333333299994,29.916666667000104
10962,-3.43333333299995,29.9
10963,-3.4499999999999305,27.933333333000103
10964,-3.46666666699997,27.966666667
10965,-2.48333333299996,31.0500000000001
10966,-3.71666666699997,30.3500000000001
10967,3.61666666700006,30.166666667000104
10968,4.20000000000005,22.7500000000001
10969,-0.28333333299997304,27.216666667
10970,-0.11666666699994699,29.216666667
10971,9.50000000000006,24.4
10972,4.58333333300004,22.666666667000104
10973,-0.05,27.116666667000104
10976,-6.98333333299996,16.6833333330001
10977,-12.2499999999999,18.500000000000103
10978,-15.9,17.716666667000002
10980,-15.8833333329999,17.833333333
10981,-15.9,17.7333333330001
10982,-15.8333333329999,17.95
10986,35.333333333,17.0000000000001
10987,38.283333333,18.1666666670001
10988,-7.966666666999969,25.833333333000002
10989,-7.966666666999969,25.85
10990,-7.94999999999993,25.95
10993,-15.866666666999901,18.2916666670001
10994,-6.9999999999999405,24.0000000000001
10995,-3.43333333299995,29.933333333000103
10996,-15.083,18.083
10997,-15.333,18.183
10998,5.73861111100007,17.961388889000002
10999,-14.466666667,20.783333332999998
11000,-14.55,21.250000000000103
11001,6.01700000000005,23.7670000000001
11002,8.467000000000041,26.5000000000001
11003,0.1,26.7670000000001
11004,0.1,26.7500000000001
11005,0.15,27.2830000000001
11006,0.2,28.133000000000003
11007,0.5,28.15
11008,0.083,26.7500000000001
11009,12.9166666670001,26.6
11010,-14.3,22.5500000000001
11011,-14.033333333,23.266666667
11012,-14.666666667000001,21.9833333330001
11013,-14.666666667000001,22.45
11014,-14.4499999999999,22.45
11015,-14.4499999999999,21.9833333330001
11016,-13.0833333329999,24.283333333
11017,-12.8333333329999,26.366666667000104
11018,-8.81666666699994,27.4
11019,65.5000000000001,28.183000000000003
11020,60.4188888890001,27.2450000000001
11022,2.8000000000000695,24.533333333
11024,-12.0666666669999,22.783333333
11025,-11.983333333,22.4
11026,-11.766666667,22.35
11027,-14.6333333329999,21.266666667
11028,-12.55,22.5500000000001
11029,-14.8,21.266666667
11030,-14.7499999999999,21.266666667
11031,-14.783333333,21.183333333000103
11032,-11.183333333,21.216666667000002
11033,-13.3333333329999,21.266666667
11034,-12.433333333,22.8000000000001
11035,-12.416666667000001,22.7
11036,-12.433333333,22.6
11037,-12.016666667,22.9
11038,-12.6999999999999,22.65
11039,-12.866666666999901,20.383333333000103
11040,-14.4999999999999,20.333333333
11041,-13.1333333329999,20.050000000000104
11042,-12.733333333,22.9
11045,-12.416666667000001,22.433333333000103
11046,-12.3333333329999,22.366666667000104
11047,-12.366666666999901,22.5000000000001
11048,-12.416666667000001,22.5000000000001
11051,23.833333333000002,15.85
11052,10.216666667,25.066666667
11055,10.066666667,24.95
11056,10.216666667,24.9
11057,13.9,25.9
11058,14.766666667,26.133333333000103
11059,15.1166666670001,26.333333333000002
11060,14.4166666670001,25.916666667000104
11061,14.65,24.916666667000104
11062,15.783333333,26.35
11063,11.266666667,28.683333333000103
11064,12.966666667,31.45
11065,11.1666666670001,31.916666667000104
11066,-16.3166666669999,21.5000000000001
11069,-16.266666667,22.85
11070,-16.3333333329999,21.816666667
11071,-11.183333333,26.883333333000103
11078,-14.2499999999999,21.4166666670001
11080,-15.3166666669999,21.283333332999998
11081,-14.3833333329999,21.2333333330001
11082,-14.3166666669999,21.283333332999998
11083,-13.3,21.2
11085,-12.916666667000001,19.6666666670001
11086,-12.266666667,17.9833333330001
11087,-12.3333333329999,17.8666666670001
11088,-13.016666667,19.766666667
11091,-13.016666667,20.6166666670001
11092,-11.433333333,19.183333333000103
11096,-12.2499999999999,19.066666667
11098,-11.4999999999999,21.166999999999998
11101,-11.9,18.416944444000002
11102,-12.8,19.467
11103,-14.883,21.283000000000104
11104,-15.0169444439999,18.166944444000002
11105,-9.58305555599998,16.65
11106,-11.666944444,17.7
11109,-11.883,22.416999999999998
11110,-14.6999999999999,17.5330000000001
11111,-13.033,19.85
11112,-11.633,21.15
11115,-12.55,20.95
11116,-11.667,18.333
11117,-15.783,18.133
11118,-12.367,20.45
11119,-11.417,16.583
11120,-12.833055556,17.583055555999998
11122,-13.033,19.667
11123,-9.09999999999997,24.0170000000001
11125,-12.7669999999999,22.0500000000001
11126,-12.8,19.417
11128,-13.117,22.7330000000001
11129,-7.19999999999993,16.53
11132,-11.917,18.117000000000104
11134,-12.2329999999999,22.3000000000001
11140,-13.3,19.5669444440001
11141,-16.033,17.2830000000001
11142,-11.916944444,18.15
11143,-16.05,17.333
11144,-15.97,18.15
11145,-11.833,17.933
11146,-14.167,20.317000000000103
11147,-11.533,20.933000000000003
11148,-12.2669999999999,18.65
11149,-11.617,21.017000000000102
11150,-11.6999999999999,21.85
11151,-11.7499999999999,17.833
11153,-15.9499999999999,17.983000000000104
11154,-16.033,17.5000000000001
11155,-11.417,18.167
11156,-9.83299999999997,16.6170000000001
11157,-14.9499999999999,21.317000000000103
11158,-11.617,20.933000000000003
11160,-11.633055555999901,20.916944444000002
11162,1.5000000000000602,20.1
11164,-14.8333333329999,21.300000000000104
11168,-12.3833333329999,22.666666667000104
11169,-12.3166666669999,22.633333333000103
11171,-9.58333333299993,28.616666667000104
11172,-15.733333333,23.6
11173,5.3166666670000495,24.066666667
11174,4.80000000000007,23.5500000000001
11175,5.133333333000049,23.7333333330001
11178,-12.1,22.366666667000104
11179,-14.55,20.7
11180,5.01666666700004,23.683333333000103
11181,4.70000000000005,23.433333333000103
11182,-14.8333333329999,21.666666667000104
11183,-15.166666667000001,21.833333333000002
11184,-15.0666666669999,21.816666667
11188,5.58333333300004,26.633333333000103
11189,7.633333333000049,26.566666667
11190,0.05,27.016666667
11191,4.25000000000006,22.7500000000001
11192,4.03333333300003,22.816666667
11193,4.01666666700004,23.033333333
11194,7.40000000000003,26.533333333
11195,7.683333333000059,26.533333333
11196,4.00000000000006,23.3000000000001
11197,8.48333333300008,26.566666667
11198,1.65000000000003,24.4
11199,-3.31666666699994,29.4
11200,-3.21666666699997,29.4
11201,-3.41666666699996,29.466666667
11202,-1.66666666699996,30.7333333330001
11203,-1.7999999999999499,30.683333333000103
11204,-2.4499999999999305,30.533333333
11205,-4.54999999999995,29.6000000000001
11206,-3.7499999999999396,28.916666667000104
11207,-3.98333333299996,29.033333333
11208,-2.33333333299993,30.383333333000103
11209,-3.51666666699992,29.216666667
11210,-3.81666666699994,29.133333333000103
11211,-5.0999999999999694,29.2
11212,-4.866666666999951,29.2
11213,-5.0999999999999694,29.066666667
11214,-4.866666666999951,29.066666667
11215,-4.8499999999999694,29.066666667
11216,-2.4499999999999305,29.783333333
11217,-2.51666666699992,29.8000000000001
11218,-2.4499999999999305,30.033333333
11219,-4.633333332999941,29.9
11220,-4.4333333329999505,29.566666667
11221,-4.2833333329999705,29.5500000000001
11222,-4.64999999999998,29.133333333000103
11223,-4.33333333299993,29.283333333
11224,-3.9499999999999305,29.033333333
11225,44.783333333,16.083333333
11226,46.4333333330001,14.7333333330001
11227,46.466666667,14.7333333330001
11228,46.783333333,14.65
11229,46.266666666999996,14.633333333000099
11230,45.833333333,15.2
11232,5.133333333000049,23.683333333000103
11233,5.35000000000002,23.8000000000001
11234,5.116666667000059,23.666666667000104
11235,4.73333333300008,22.766666667
11236,4.85000000000002,22.9
11237,5.23333333300008,22.9
11238,5.116666667000059,22.966666667
11239,5.133333333000049,23.8000000000001
11240,8.50000000000006,26.4833333330001
11241,8.45000000000005,26.466666667
11242,5.116666667000059,23.95
11243,4.383333333000049,26.333333333000002
11244,8.433333333000059,26.4833333330001
11245,5.26666666700004,23.7
11246,5.33333333300004,23.566666667
11247,5.116666667000059,23.683333333000103
11248,7.26666666700004,24.9833333330001
11249,4.9166666670000705,23.333333333000002
11250,5.1500000000000306,23.7
11251,5.23333333300008,23.7
11252,5.20000000000005,23.7
11253,5.01666666700004,23.65
11254,7.350000000000019,25.016666667
11255,5.18333333300006,23.716666667
11256,7.850000000000019,25.35
11257,4.6666666670000705,23.516666667
11258,-13.033,19.467
11259,-9.53299999999996,29.0670000000001
11260,-9.58299999999997,29.133000000000003
11264,-9.68299999999994,29.15
11265,-9.59999999999997,28.7
11266,8.783055556000019,26.7330555560001
11267,4.58305555600003,23.516944444
11268,-10.083,29.15
11269,-10.067,29.183000000000003
11270,8.43305555600006,26.5669444440001
11271,5.80000000000007,23.6830555560001
11272,65.217,28.5170000000001
11273,5.05000000000007,22.7500000000001
11274,-9.83299999999997,28.666999999999998
11275,-9.49999999999994,29.0330000000001
11276,-8.96699999999993,29.133000000000003
11277,46.45,14.783055555999999
11278,8.70000000000005,26.916944444000002
11279,-9.982999999999949,29.0500000000001
11281,8.70000000000005,26.833055555999998
11282,-13.4,19.516944444
11283,-8.94999999999993,29.1170000000001
11284,-9.58299999999997,28.717
11287,5.61694444400007,23.65
11289,46.466944444,14.7
11290,8.483055556000071,25.2
11291,-13.283055555999999,19.6
11292,-8.99999999999994,29.133000000000003
11293,-9.53299999999996,28.7500000000001
11294,-9.83299999999997,28.7
11295,-9.93299999999994,29.1
11296,-9.78299999999996,29.0330000000001
11297,-9.53299999999996,29.217
11298,5.13305555600004,22.8169444440001
11299,8.716944444000031,24.883055556
11300,-9.99999999999994,29.6000000000001
11301,-10.1,29.166999999999998
11304,-16.0169999999999,18.1
11305,-9.64999999999998,29.0330000000001
11306,-9.58299999999997,29.1170000000001
11307,-9.59999999999997,28.95
11308,-9.24999999999994,28.967
11309,8.86694444400007,26.416944444000002
11310,8.76694444400005,26.966944444
11311,5.11694444400007,22.7330555560001
11312,-9.49999999999994,29.217
11313,-11.9,18.433
11314,-9.78299999999996,28.9830000000001
11315,-8.982999999999949,29.2
11316,65.4,28.2830000000001
11317,46.766944443999996,14.533055555999999
11318,6.100000000000019,23.5000000000001
11319,-10.783,28.3170000000001
11320,-13.133055555999901,19.5669444440001
11321,-13.566944443999901,19.3669444440001
11322,-9.28299999999996,29.0670000000001
11323,-9.59999999999997,29.166999999999998
11324,-15.9999999999999,17.666944444000002
11325,7.93305555600006,26.5000000000001
11326,4.7500000000000595,22.95
11327,-9.78299999999996,29.8170000000001
11328,-9.46699999999993,29.2330000000001
11329,-9.882999999999981,29.416999999999998
11330,46.78300000000011,14.667
11331,4.38305555600004,23.533055556
11332,-13.466944444000001,19.35
11333,-13.316944443999901,19.533055556
11334,-9.49999999999994,28.8170000000001
11338,-9.516999999999939,29.217
11339,46.583055556000005,14.583055556
11340,8.45000000000005,24.95
11341,-10.7669999999999,28.183000000000003
11342,46.75000000000011,14.717
11344,8.483055556000071,26.3669444440001
11345,-13.316944443999901,19.550000000000104
11346,-13.2499999999999,19.583055555999998
11347,-9.566999999999949,28.833000000000002
11348,-9.66699999999997,28.8170000000001
11350,-9.66699999999997,28.85
11351,-9.566999999999949,29.166999999999998
11352,4.28305555600002,23.466944444
11353,-9.78299999999996,29.833000000000002
11355,-9.68299999999994,29.0330000000001
11356,-9.69999999999993,29.0170000000001
11357,-9.43299999999994,28.8000000000001
11358,-15.9,17.867000000000104
11359,65.667,29.5000000000001
11360,1.43300000000005,20.183
11362,-15.8,17.5500000000001
11363,-2.16666666699996,30.633333333000103
11364,-10.1999999999999,28.85
11365,65.2500000000001,26.666999999999998
11366,65.45,28.433000000000003
11367,-10.867,28.133000000000003
11368,-9.89999999999998,29.15
11369,64.9830000000001,28.2670000000001
11370,-9.99999999999994,22.7330000000001
11374,37.15,20.217
11375,64.5670000000001,28.333000000000002
11376,64.717,28.383000000000003
11377,60.75000000000011,25.467
11378,70.05000000000011,25.467
11379,40.333,20.283000000000104
11382,73.06700000000009,26.933000000000003
11383,37.3170000000001,19.217
11384,37.2,20.15
11385,60.917,25.4830000000001
11386,-0.33299999999999996,19.417
11387,72.81700000000009,28.0670000000001
11388,70.48300000000009,24.7500000000001
11389,-12.667,22.85
11391,31.183000000000003,14.417
11392,28.7670000000001,16.0670000000001
11393,38.2500000000001,18.217
11397,43.833,16.967
11398,-12.8,21.033000000000104
11399,37.15,18.817000000000103
11400,32.5000000000001,17.1
11401,37.333055556,18.8669444440001
11402,-14.033,19.6
11403,38.383,18.050000000000104
11404,38.2830000000001,18.15
11405,44.133,17.4830000000001
11408,43.717,16.833
11409,37.3670000000001,18.817000000000103
11410,37.467,18.633
11411,-11.667,18.767000000000102
11412,36.1000000000001,17.5330000000001
11413,37.333,18.967
11414,37.733000000000104,18.733000000000104
11415,23.0330000000001,13.583
11416,-15.65,16.8670000000001
11418,38.433,17.667
11419,-8.66699999999997,22.8170000000001
11420,-12.617,20.916999999999998
11422,37.2830000000001,18.967
11424,37.7670000000001,18.317000000000103
11425,69.967,27.8000000000001
11426,37.2830000000001,19.4
11427,70.0330000000001,26.0500000000001
11428,70.3170000000001,25.1
11429,37.733000000000104,18.283000000000104
11430,70.1830555560001,26.7
11431,69.8330000000001,27.6
11436,37.233000000000104,19.6
11437,-9.18299999999994,29.1
11438,-10.3,29.2330000000001
11439,-9.59999999999997,28.85
11440,-9.24999999999994,29.083000000000002
11442,37.7,18.3669444440001
11443,37.2500000000001,19.4
11444,37.467,18.750000000000103
11445,69.883,27.5670000000001
11446,37.2830000000001,19.433
11449,-9.61699999999996,28.8170000000001
11450,-9.766999999999939,28.7670000000001
11451,-9.132999999999981,29.1170000000001
11454,70.01700000000011,26.0500000000001
11455,69.30000000000011,26.217
11456,69.5000000000001,27.133000000000003
11457,-9.14999999999998,29.0500000000001
11458,-9.566999999999949,28.8170000000001
11460,-9.34999999999997,29.0670000000001
11461,38.5000000000001,23.833000000000002
11462,39.633,22.583000000000002
11463,-9.74999999999994,28.95
11464,37.1830555560001,20.3169444440001
11465,70.433,25.1
11466,69.5330000000001,26.166999999999998
11467,69.2500000000001,27.183000000000003
11468,-9.34999999999997,29.1
11471,69.9,26.083000000000002
11475,70.217,26.083000000000002
11476,37.2670000000001,19.333
11478,69.76700000000011,27.5000000000001
11479,37.3500000000001,19.033000000000104
11481,69.5000000000001,26.0670000000001
11482,69.917,25.95
11483,69.717,26.1170000000001
11484,69.917,26.2500000000001
11486,70.133,25.2670000000001
11490,70.2330000000001,26.6
11491,37.717,18.433
11492,-9.766999999999939,28.933000000000003
11493,-9.766999999999939,28.95
11494,-9.36699999999996,29.133000000000003
11495,-9.24999999999994,29.166999999999998
11496,32.7500000000001,22.9830555560001
11497,-9.232999999999949,28.833000000000002
11498,70.15,25.3000000000001
11499,37.333,25.2500000000001
11501,36.5500000000001,26.1490000000001
11502,36.1170000000001,16.167
11503,-8.74999999999994,23.666999999999998
11504,37.183,20.15
11505,36.5670000000001,16.967
11506,37.3170000000001,18.967
11510,70.0330000000001,25.933000000000003
11519,70.0330000000001,26.083000000000002
11530,69.8330000000001,27.8000000000001
11532,70.3670000000001,26.65
11533,69.933,26.217
11536,70.0330000000001,26.967
11537,69.95,26.217
11540,37.7,18.367000000000104
11541,37.3670000000001,24.833000000000002
11542,46.6666666670001,14.5000000000001
11543,46.800000000000104,14.2
11546,34.533333333,17.266666667
11549,60.423888889000104,27.229722222000103
11550,36.0000000000001,16.6
11551,35.5000000000001,16.5000000000001
11553,42.9,16.167
11555,45.300000000000104,10.45
11556,38.833,17.1410000000001
11557,60.824000000000105,25.616
11558,43.15,14.883
11559,63.467,25.2670000000001
11560,42.917,16.167
11561,32.733333333000104,23.2500000000001
11562,32.7500000000001,22.9833333330001
11563,66.6166666670001,25.8000000000001
11564,63.066666667,25.9833333330001
11565,62.316666667,25.116666667000104
11566,64.10000000000011,26.966666667
11567,63.466666667000105,25.266666667
11568,38.833,17.5000000000001
11569,42.95,15.3000000000001
11570,47.6166666670001,15.833333332999999
11571,43.00000000000011,16.333333333
11572,48.266666666999996,15.716666667
11573,48.300000000000104,15.333333332999999
11574,44.7463888890001,9.98694444400007
11575,44.956666667,10.0719444440001
11576,43.645833333,9.64361111100004
11577,43.6744444440001,9.85722222200008
11578,43.6308333330001,9.93333333300006
11579,43.348333333,9.777222222000029
11580,40.955277778,10.323055556
11581,43.1919444440001,10.3619444440001
11582,43.294722222000104,10.292222222000001
11585,44.2,9.383333333000051
11586,43.430833333000095,9.60000000000002
11587,45.4333333330001,9.68333333300006
11588,46.966666667,8.75000000000006
11589,1.86666666700006,17.333333333
11590,0.8,20.7333333330001
11591,33.5000000000001,17.9166666670001
11592,33.4,17.9
11595,41.5330000000001,13.5670000000001
11597,46.367000000000104,10.15
11598,45.433,9.683000000000051
11599,42.9,16.2500000000001
11602,43.35000000000011,9.90000000000003
11603,36.833,22.0000000000001
11604,41.167,19.967
11605,42.7670000000001,9.267000000000051
11606,39.333,23.133000000000003
11607,43.1240000000001,10.559000000000001
11608,45.15,10.0000000000001
11610,48.10000000000011,11.083
11611,42.883,16.2500000000001
11612,42.8260000000001,16.352
11614,36.8000000000001,21.85
11615,43.433,10.85
11617,43.183,9.933000000000051
11618,43.133,14.967
11621,37.0170000000001,20.65
11622,43.417,11.0000000000001
11623,41.967,17.783000000000104
11624,45.433,10.4
11626,40.5000000000001,20.283000000000104
11627,42.0000000000001,17.733000000000104
11628,42.0170000000001,18.717
11630,39.0170000000001,22.916999999999998
11631,43.00000000000011,9.66700000000003
11632,47.367000000000104,10.6
11633,37.0330000000001,20.417
11634,32.7,17.6166666670001
11635,34.516666666999996,17.2333333330001
11636,34.483333333000104,17.2500000000001
11637,34.466666667,17.283333332999998
11638,34.4166666670001,17.3000000000001
11639,30.6000000000001,16.1833333330001
11640,29.7,16.15
11641,29.7333333330001,16.1666666670001
11642,29.883333333000103,16.1833333330001
11643,29.816666667,16.1166666670001
11644,37.633,18.467
11646,34.5000000000001,17.2500000000001
11647,43.183,14.9
11649,42.8170000000001,16.3000000000001
11650,37.65,18.300000000000104
11651,42.933,16.183
11652,35.917,20.250000000000103
11653,34.6000000000001,17.216666667000002
11654,34.2,17.45
11655,33.1333333330001,17.566666667
11656,37.1333333330001,17.566666667
11657,33.2,17.5500000000001
11658,34.016666666999996,17.6166666670001
11659,34.466666667,17.266666667
11661,34.766666666999996,17.066666667
11666,33.8666666670001,26.7500000000001
11667,33.9166666670001,26.966666667
